"","Property_type","City","Country","Detail_clean","Bed_count","Final_price","Discount","Start_date","End_date","Duration_days","Nb_reviews","Rating","Location_full"
"941","Condo","Las Vegas","US","Location Location Location 1 bdrm 0.5 mi of Strip",2,124,FALSE,2023-05-01,2023-05-06,5,242,4.7,"Las Vegas"
"942","Apartment","Las Vegas","US","Trump Tower High Floor Strip View",2,181,FALSE,2023-05-01,2023-05-06,5,464,4.87,"Las Vegas"
"943","Condo","Cocoa Beach","US","Dolphin Bay, Apartment 202",2,140,FALSE,2023-05-01,2023-05-06,5,285,4.84,"Cocoa Beach"
"944","Home","St. Augustine","US","Oceanfront, rustic cottage",1,339,FALSE,2023-05-01,2023-05-06,5,465,4.88,"St. Augustine"
"945","Condo","Pensacola Beach","US","Enjoy Sunsets at Fully Equipped 2BR Condo on Beach",3,215,FALSE,2023-05-01,2023-05-06,5,14,4.93,"Pensacola Beach"
"946","Condo","Long Beach","US","Oceanfront Belmont Shore Coastal Luxe",2,174,FALSE,2023-05-01,2023-05-06,5,125,4.98,"Long Beach"
"947","Condo","Treasure Island","US","Spectacular beach to bay views from this resort.",1,218,FALSE,2023-05-01,2023-05-06,5,148,4.67,"Treasure Island"
"948","Condo","Longboat Key","US","Directly on Longboat Key Beach - Kid FriendlySRQ1",2,196,FALSE,2023-05-01,2023-05-06,5,415,4.89,"Longboat Key"
"949","Guest suite","Lake Worth","US","The Garden Suite at the Historic Chateau Bleu",1,141,FALSE,2023-05-01,2023-05-06,5,82,4.85,"Lake Worth"
"950","Room","Kissimmee","US","Private Room in OrlandoKissimmee 2Twins T1",1,43,FALSE,2023-05-01,2023-05-06,5,300,4.9,"Kissimmee"
"951","Guesthouse","San Antonio","US","Casa Alexander",5,73,FALSE,2023-05-01,2023-05-06,5,282,4.92,"San Antonio"
"952","Apartment","Englewood","US","BEACH FRONT Unit w Pool Sandy Toe's 5",4,233,FALSE,2023-05-07,2023-05-12,5,318,4.96,"Englewood"
"953","Room","Long Beach","US","Across the Street from Beach GetawayNear Convention Center",4,106,FALSE,2023-05-01,2023-05-06,5,97,4.85,"Long Beach"
